food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H,food_category,seasonal,season,ingredients,region,state,source
104,Poha,Snack,Veg,160.0,30.0,4.0,6.0,3.0,306.68,45.86,17.96,0.42,48.46,28.42,27.44,37.55,84.9,49.42,45.54,92.71,88.92,Indian Dish,No,All,"Beaten rice flakes, potato, curry leaves, green chilies, lemon juice",West,Maharashtra,indian_food
105,Fara,Snack,Veg,129.58,0.0,15.78,22.22,10.53,312.13,227.76,2.04,6.51,37.11,72.1,36.57,86.21,70.62,8.83,39.19,92.52,1.86,Indian Dish,No,All,"Chana dal, whole wheat flour, arhar dal, white urad dal, garam masala powder",Central,Chhattisgarh,indian_food
106,Kachori,Snack,Veg,361.14,49.63,14.45,13.12,3.4,24.56,214.44,13.93,2.0,47.15,37.87,99.89,28.15,35.19,29.81,69.09,52.53,59.65,Indian Dish,No,All,"Moong dal, rava, garam masala, dough, fennel seeds",North,Uttar Pradesh,indian_food
107,Kadai paneer,Lunch,Veg,260.0,10.0,16.0,20.0,4.0,328.32,156.55,10.43,6.69,77.62,52.64,33.38,24.74,2.07,48.69,92.75,32.21,72.97,Indian Dish,No,All,"Cottage cheese, bell peppers, gravy, garam masala, cashew nuts",North,Punjab,indian_food
108,Kadhi pakoda,Lunch,Veg,589.11,125.46,9.86,7.25,7.08,338.87,183.92,13.11,13.11,56.17,13.94,59.96,16.75,81.35,60.33,47.33,12.96,14.0,Indian Dish,No,All,"Besan, garam masala powder, gram flour, ginger, curry leaves",North,Haryana,indian_food
109,Karela bharta,Lunch,Veg,233.37,0.0,19.95,18.79,7.88,11.69,181.27,17.51,6.15,39.37,75.2,89.45,59.39,76.19,43.36,16.77,96.45,18.24,Indian Dish,No,All,"Bitter gourd, fennel, garam masala powder, chili powder, amchur powder",North,Punjab,indian_food
110,Khichdi,Lunch,Veg,431.98,33.73,19.6,21.56,3.26,31.27,24.59,6.82,2.78,52.32,96.23,75.0,49.24,4.31,28.96,82.34,19.84,23.01,Indian Dish,No,All,"Moong dal, green peas, ginger, tomato, green chili",-1,-1,indian_food
111,Kofta,Lunch,Veg,371.51,53.5,10.4,13.01,10.59,184.01,232.45,1.26,11.91,62.7,40.79,54.8,71.06,11.9,6.95,62.44,83.73,6.97,Indian Dish,No,All,"Paneer, potato, cream, corn flour, garam masala",North,Uttar Pradesh,indian_food
112,Kulfi falooda,Snack,Veg,226.42,9.77,7.43,14.86,1.9,199.7,104.94,1.99,5.18,29.48,53.82,62.95,85.04,54.17,39.58,8.61,9.74,63.63,Indian Dish,No,All,"Rose syrup, falooda sev, mixed nuts, saffron, sugar",-1,-1,indian_food
113,Lauki ke kofte,Lunch,Veg,572.77,73.93,18.56,24.01,6.79,169.29,184.43,10.3,8.19,58.63,1.91,89.35,77.02,18.69,22.17,41.55,10.59,16.66,Indian Dish,No,All,"Bottle gourd, garam masala powder, gram flour, ginger, chillies",North,Uttar Pradesh,indian_food
114,Lauki ki subji,Lunch,Veg,649.14,109.82,11.94,17.98,2.36,95.65,90.45,17.01,2.3,7.9,17.1,62.89,46.61,78.88,41.79,70.1,77.16,15.8,Indian Dish,No,All,"Bottle gourd, coconut oil, garam masala, ginger, green chillies",-1,-1,indian_food
115,Litti chokha,Lunch,Veg,435.57,53.72,9.65,20.41,10.85,343.78,154.11,7.32,0.9,29.32,28.73,66.07,0.61,62.33,83.91,8.3,55.69,51.65,Indian Dish,No,All,"Wheat flour, roasted gram flour, tomato, nigella seeds, chilli",North,Bihar,indian_food
116,Makki di roti sarson da saag,Lunch,Veg,645.03,115.76,10.69,16.94,8.86,146.39,219.99,9.31,11.25,61.06,28.16,90.05,8.97,44.15,87.19,47.47,68.86,6.11,Indian Dish,No,All,"Palak, makki atta, mustard green, garam masala, ginger",North,Punjab,indian_food
117,Misi roti,Lunch,Veg,645.76,112.93,19.48,11.91,8.3,290.68,102.54,6.62,10.21,68.12,26.55,13.59,30.62,86.41,95.24,57.04,12.2,79.01,Indian Dish,No,All,"Whole wheat flour, chickpea flour, green chilies",North,Punjab,indian_food
118,Mushroom do pyaza,Lunch,Veg,480.41,85.96,8.65,10.55,9.68,25.58,232.57,12.17,1.79,51.39,76.75,86.66,57.73,38.63,73.48,34.88,39.71,7.93,Indian Dish,No,All,"Mushroom, malai, garam masala, ginger, capsicum",North,Punjab,indian_food
119,Mushroom matar,Lunch,Veg,554.4,64.11,14.97,22.86,4.09,150.06,225.04,7.85,11.1,76.04,28.01,6.7,68.56,24.6,82.8,66.13,59.18,25.99,Indian Dish,No,All,"Canned coconut milk, frozen green peas, wild mushrooms, garam masala, tomatoes",North,Punjab,indian_food
120,Naan,Lunch,Veg,310.0,55.0,10.0,6.0,3.0,197.6,127.87,0.95,10.76,47.93,13.83,43.16,18.22,36.25,16.11,43.14,52.62,39.17,Indian Dish,No,All,"Whole wheat flour, honey, butter, garlic",North,Punjab,indian_food
121,Navrattan korma,Lunch,Veg,520.43,95.0,16.03,11.03,6.09,121.3,80.86,6.74,1.87,24.76,21.4,71.24,18.03,69.64,69.49,67.92,25.19,75.23,Indian Dish,No,All,"Green beans, potatoes, khus khus, low fat, garam masala powder",North,Uttar Pradesh,indian_food
122,Palak paneer,Lunch,Veg,220.0,8.0,14.0,18.0,4.0,82.22,199.36,1.75,10.96,17.24,52.26,35.94,15.23,0.31,10.38,65.93,71.22,56.9,Indian Dish,No,All,"Cottage cheese, palak, cream, garam masala, butter",North,Punjab,indian_food
123,Paneer butter masala,Lunch,Veg,436.49,52.84,6.89,23.02,10.65,72.03,19.0,2.42,10.75,72.11,88.04,90.62,72.84,6.86,95.31,77.04,91.41,14.88,Indian Dish,No,All,"Paneer, whipping cream, garam masala, cashew nuts, butter",North,Punjab,indian_food
124,Paneer tikka masala,Lunch,Veg,386.78,69.58,15.21,8.59,6.58,152.22,79.41,2.46,10.37,5.11,1.94,62.82,78.35,55.15,24.52,39.31,69.33,36.75,Indian Dish,No,All,"Paneer, greek yogurt, tandoori masala, cream, bell pepper",North,Punjab,indian_food
125,Pani puri,Snack,Veg,274.51,13.87,7.52,22.84,2.64,131.29,7.31,5.95,1.18,87.36,18.29,5.76,52.51,95.39,38.6,73.6,95.48,25.3,Indian Dish,No,All,"Kala chana, mashed potato, boondi, sev, lemon",-1,-1,indian_food
126,Panjeeri,Snack,Veg,300.73,13.93,12.84,17.31,9.89,66.77,92.06,3.83,5.47,33.02,64.91,10.6,44.46,92.02,32.56,67.25,84.91,2.82,Indian Dish,No,All,"Whole wheat flour, musk melon seeds, poppy seeds, edible gum, semolina",,Uttar Pradesh,indian_food
127,Papad,Snack,Veg,190.35,0.0,17.0,18.39,3.39,95.87,179.39,8.93,0.63,83.75,11.89,55.48,40.23,93.89,27.65,30.71,71.82,30.4,Indian Dish,No,All,"Urad dal, sev, lemon juice, chopped tomatoes",-1,-1,indian_food
128,Paratha,Lunch,Veg,320.0,42.0,8.0,18.0,5.0,246.64,244.91,1.17,6.33,22.2,93.35,85.87,75.63,94.47,71.96,3.98,54.81,51.18,Indian Dish,No,All,"Wheat flour, butter, potato, coriander",North,Punjab,indian_food
129,Pattor,Lunch,Veg,417.77,45.05,13.23,20.48,9.5,160.95,249.95,9.85,6.51,80.34,63.14,51.73,13.34,47.01,6.99,49.02,86.3,51.19,Indian Dish,No,All,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",West,Rajasthan,indian_food
130,Pindi chana,Lunch,Veg,244.03,3.96,8.91,20.66,2.38,252.99,62.17,10.76,2.62,73.57,89.62,90.2,27.29,20.21,33.64,70.19,5.82,88.79,Indian Dish,No,All,"Fennel, tea bags, tomato, kasuri methi, cinnamon",North,Punjab,indian_food
131,Rajma chaval,Lunch,Veg,415.25,73.07,8.59,8.63,3.65,206.95,244.86,6.62,13.85,82.33,54.14,56.23,94.41,39.73,5.76,7.65,33.1,4.93,Indian Dish,No,All,"Red kidney beans, garam masala powder, ginger, tomato, mustard oil",North,-1,indian_food
132,Rongi,Lunch,Veg,322.34,28.14,18.56,16.39,7.65,292.1,167.36,14.42,10.44,73.07,63.96,18.48,0.84,38.37,85.75,51.87,96.68,73.93,Indian Dish,No,All,"Garam masala powder, tomato, kasuri methi, cinnamon, mustard oil",North,Punjab,indian_food
133,Samosa,Snack,Veg,260.0,28.0,6.0,16.0,3.0,136.61,27.89,13.78,10.83,3.67,73.06,37.42,86.55,57.06,92.06,52.96,37.01,37.3,Indian Dish,No,All,"Potatoes, green peas, garam masala, ginger, dough",-1,-1,indian_food
134,Sattu ki roti,Lunch,Veg,450.66,70.94,12.83,12.26,11.95,34.62,136.95,12.99,8.22,53.55,92.02,57.56,91.83,27.86,23.22,35.03,69.58,99.98,Indian Dish,No,All,"Sattu, atta, dough, filling, mustard oil",North,Bihar,indian_food
135,Shahi paneer,Lunch,Veg,280.0,12.0,14.0,22.0,3.0,97.05,80.69,4.37,6.43,79.97,14.69,33.62,39.35,41.02,42.24,69.5,56.05,14.33,Indian Dish,No,All,"Cottage cheese, malai, garam masala, ginger, tomato",North,Punjab,indian_food
136,Shahi tukra,Snack,Veg,139.16,0.0,16.82,13.56,7.62,240.48,118.69,3.97,0.5,93.55,9.61,20.01,98.12,55.55,59.04,69.52,37.14,86.08,Indian Dish,No,All,"Rose water, milk, white bread slices, saffron, almonds",South,Telangana,indian_food
137,Vegetable jalfrezi,Lunch,Veg,441.39,60.23,18.0,10.1,1.71,213.82,215.37,10.43,9.0,34.08,17.67,83.13,62.51,12.08,73.09,34.99,9.7,70.16,Indian Dish,No,All,"Baby corn, french beans, garam masala, ginger, carrot",North,Punjab,indian_food
138,Tandoori Chicken,Lunch,Non-Veg,240.0,3.0,30.0,12.0,0.0,234.48,26.72,14.34,13.19,14.47,33.24,7.8,35.62,74.51,90.43,38.1,4.26,90.48,Indian Dish,No,All,"Greek yogurt, garam masala, kasuri methi, marinade, mustard oil",North,Punjab,indian_food
139,Tandoori Fish Tikka,Snack,Non-Veg,129.26,0.0,14.88,10.31,9.22,31.09,245.96,14.8,8.83,5.85,69.5,97.29,31.22,59.32,10.95,43.12,22.02,89.99,Indian Dish,No,All,"Chickpea flour, biryani masala powder, yogurt, fish fillets, green bell pepper",North,Punjab,indian_food
140,Attu,Snack,Veg,357.01,61.48,8.74,5.14,8.32,171.1,244.45,11.9,1.54,32.43,5.62,21.43,94.67,63.91,32.08,64.58,54.77,68.63,Indian Dish,No,All,"Whole wheat flour, arhar dal, ginger, kala jeera, green chilli",South,Andhra Pradesh,indian_food
141,Avial,Lunch,Veg,140.0,12.0,4.0,10.0,6.0,290.81,36.75,16.11,2.31,85.71,55.31,30.32,54.48,11.71,8.83,73.62,25.84,21.35,Indian Dish,No,All,"Raw banana, elephant foot yam, long beans, tindora, urad dal",South,Kerala,indian_food
142,Bisi bele bath,Lunch,Veg,420.1,79.04,14.26,9.32,10.92,318.05,191.51,2.05,10.74,68.24,6.37,15.71,3.37,82.43,55.36,89.96,66.84,19.41,Indian Dish,No,All,"Split pigeon peas, chana dal, urad dal, green peas, french beans",South,Karnataka,indian_food
143,Currivepillai sadam ,Lunch,Veg,288.97,3.35,15.47,22.88,10.74,313.77,221.99,8.67,1.82,12.0,66.34,38.61,42.39,17.73,62.08,16.08,39.52,7.14,Indian Dish,No,All,"Chana dal, urad dal, fresh coconut, sesame seeds, curry leaves",South,Tamil Nadu,indian_food
144,Dosa,Snack,Veg,180.0,28.0,4.0,8.0,3.0,73.99,54.17,6.91,13.69,34.37,90.49,30.44,77.07,28.67,28.43,66.16,84.3,46.16,Indian Dish,No,All,"Chana dal, urad dal, whole urad dal, blend rice, rock salt",South,-1,indian_food
145,Idiappam,Snack,Veg,120.7,0.0,12.19,24.61,9.34,25.07,128.15,7.78,5.48,4.76,2.94,50.55,31.67,78.04,10.94,3.29,52.85,9.52,Indian Dish,No,All,"Rice flour, hot water, grated coconut",South,Tamil Nadu,indian_food
146,Idli,Snack,Veg,120.0,25.0,6.0,2.0,4.0,280.36,130.89,3.53,6.07,65.17,16.67,21.2,65.57,84.17,23.77,22.13,37.7,37.53,Indian Dish,No,All,"Split urad dal, urad dal, idli rice, thick poha, rock salt",South,-1,indian_food
147,Kanji,Snack,Veg,328.67,45.08,10.24,9.1,2.99,280.0,32.43,6.1,6.32,82.16,2.36,57.11,64.4,48.72,64.42,23.98,42.63,87.5,Indian Dish,No,All,"Carrot, yellow mustard, red chilli, black salt",South,Kerala,indian_food
148,Kaara kozhambu,Lunch,Veg,635.62,91.29,7.22,24.61,10.2,87.45,43.35,6.58,2.47,9.46,88.96,53.75,87.54,20.29,33.93,43.78,94.85,40.95,Indian Dish,No,All,"Sesame oil, drumstick, tamarind paste, sambar powder, tomato",South,Tamil Nadu,indian_food
149,Keerai kootu,Lunch,Veg,381.74,76.05,11.88,7.34,4.8,210.4,163.95,2.96,0.3,81.67,25.79,3.8,43.99,96.95,74.63,1.33,30.0,86.18,Indian Dish,No,All,"Moong dal, chana dal, spinach, urad dal, coconut oil",South,Tamil Nadu,indian_food
150,Keerai masiyal,Lunch,Veg,249.57,21.03,17.12,8.48,9.18,188.09,99.09,8.28,4.05,87.04,46.82,92.66,7.48,82.66,18.34,78.77,22.26,71.68,Indian Dish,No,All,"Urad dal, curry leaves, sugar, mustard seeds, spinach",South,Tamil Nadu,indian_food
151,Keerai sadam,Lunch,Veg,618.01,96.62,18.84,15.52,7.99,265.26,65.62,5.62,8.67,24.73,4.94,94.63,71.31,68.29,69.29,82.74,59.62,7.51,Indian Dish,No,All,"Greens, tomato, mustard seeds, fenugreek seeds",South,Tamil Nadu,indian_food
152,Keerai poriyal,Lunch,Veg,264.95,1.97,8.4,24.0,6.62,112.18,90.4,15.45,5.9,48.12,49.31,40.02,3.38,47.54,71.42,40.53,5.19,43.21,Indian Dish,No,All,"Amaranth leaves, split urad dal, mustard seeds, grated coconut, red chili",South,Tamil Nadu,indian_food
153,Beef Fry,Lunch,Non-Veg,554.28,68.06,24.98,17.52,6.47,242.54,165.9,11.84,5.16,64.25,4.8,70.36,0.25,48.42,96.8,75.43,15.69,15.93,Indian Dish,No,All,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",South,Kerala,indian_food
154,Kootu,Lunch,Veg,245.11,18.26,8.28,13.32,6.06,117.6,54.87,6.43,9.18,18.39,47.63,76.76,93.23,33.88,17.13,72.36,4.12,19.28,Indian Dish,No,All,"Chana dal, urad dal, potato, beans, peas",South,Tamil Nadu,indian_food
155,Kos kootu,Lunch,Veg,323.08,13.72,17.07,21.84,9.01,322.83,8.55,13.13,0.16,65.42,2.85,6.58,16.2,48.82,44.64,24.0,1.41,89.26,Indian Dish,No,All,"Moong dal, chana dal, cabbage, tamarind, curry leaves",South,Tamil Nadu,indian_food
156,Koshambri,Lunch,Veg,253.94,12.72,16.31,14.59,9.62,328.37,84.51,3.01,5.1,41.25,73.48,51.8,32.39,78.71,33.94,95.18,69.57,92.12,Indian Dish,No,All,"Moong dal, cucumber, curry leaves, green chili, lemon juice",South,Karnataka,indian_food
157,Kothamali sadam,Lunch,Veg,627.1,133.11,8.29,10.27,7.2,341.39,181.58,6.41,13.09,61.26,99.6,42.81,41.64,89.4,7.28,12.06,7.47,64.97,Indian Dish,No,All,"Chana dal, urad dal, gooseberry, raw rice, curry leaves",South,Tamil Nadu,indian_food
158,Kuzhakkattai,Lunch,Veg,519.93,84.66,17.24,10.82,6.67,55.85,211.01,11.42,9.57,64.16,83.86,19.17,92.16,1.64,70.62,20.62,60.3,6.8,Indian Dish,No,All,"Sesame oil, raw rice, jaggery, grated coconut",South,Tamil Nadu,indian_food
159,Kuzhambu,Lunch,Veg,446.44,63.05,10.57,18.27,9.49,113.95,204.37,12.71,5.35,7.39,69.33,79.87,1.36,41.95,92.68,95.95,76.44,92.45,Indian Dish,No,All,"Pearl onions, urad dal, drumsticks, tomato, curry leaves",South,Tamil Nadu,indian_food
160,Masala Dosa,Snack,Veg,132.03,0.0,6.52,14.93,9.47,298.54,112.51,2.22,11.88,98.76,67.48,66.38,55.97,7.09,4.18,12.66,41.49,20.78,Indian Dish,No,All,"Chana dal, urad dal, potatoes, idli rice, thick poha",South,-1,indian_food
161,Pachadi,Lunch,Veg,290.43,23.05,8.9,15.84,7.78,272.07,63.61,4.42,11.55,2.92,76.03,27.56,99.72,73.14,75.7,89.83,47.02,81.38,Indian Dish,No,All,"Coconut oil, cucumber, curd, curry leaves, mustard seeds",South,-1,indian_food
162,Paniyaram,Lunch,Veg,384.13,75.67,8.17,5.33,4.29,142.48,217.0,0.92,12.45,45.54,33.36,78.49,20.21,99.7,43.22,31.8,7.16,5.85,Indian Dish,No,All,"Yogurt, ginger, curry leaves, baking soda, green chilli",South,Tamil Nadu,indian_food
163,Papadum,Snack,Veg,150.24,0.0,11.13,10.17,3.27,83.31,65.32,10.24,0.13,99.46,59.97,35.05,14.11,78.03,59.3,55.5,84.41,11.82,Indian Dish,No,All,"Lentils, black pepper, vegetable oil",South,Kerala,indian_food
164,Paravannam,Lunch,Veg,351.35,42.04,8.57,14.71,9.63,79.65,125.54,15.26,1.06,84.34,0.74,69.75,84.95,46.83,3.39,29.49,50.21,28.81,Indian Dish,No,All,"Raw rice,  jaggery, milk",South,Kerala,indian_food
165,Payasam,Snack,Veg,131.26,7.44,7.64,10.22,9.28,179.65,57.18,17.87,7.44,22.67,49.63,35.86,5.15,20.25,56.49,88.78,32.28,93.34,Indian Dish,No,All,"Rice, cashew nuts, milk, raisins, sugar",South,-1,indian_food
166,Paruppu sadam,Lunch,Veg,223.75,18.98,10.22,13.13,3.72,121.41,204.18,3.1,10.61,55.73,35.23,5.62,54.51,20.54,94.32,52.19,93.53,97.72,Indian Dish,No,All,"Arhar dal, sambar powder, tomato, curry leaves, fennel seeds",South,Tamil Nadu,indian_food
167,Pesarattu,Snack,Veg,361.39,59.76,12.81,7.4,8.55,27.88,128.51,8.43,5.4,32.3,16.75,99.58,91.01,33.54,63.45,58.49,38.57,56.08,Indian Dish,No,All,"Green moong beans, rice flour",South,Andhra Pradesh,indian_food
168,Poriyal,Lunch,Veg,299.2,27.39,7.34,15.52,8.36,203.4,225.56,3.53,10.69,76.99,14.57,69.65,79.91,3.7,75.81,59.26,48.59,79.86,Indian Dish,No,All,"Chana dal, urad dal, beans, coconut, mustard",South,Tamil Nadu,indian_food
169,Puli sadam,Lunch,Veg,512.96,58.1,17.93,20.38,4.75,305.93,27.04,14.07,9.14,52.88,48.6,47.77,93.54,31.05,40.79,45.9,93.03,67.06,Indian Dish,No,All,"Urad dal, lemon, tamarind, cooked rice, curry leaves",South,Tamil Nadu,indian_food
170,Rasam,Lunch,Veg,406.81,35.33,12.79,20.88,9.77,125.42,72.92,15.25,1.13,36.05,11.71,86.1,46.91,95.69,13.5,89.12,35.66,7.02,Indian Dish,No,All,"Tomato, curry leaves, garlic, mustard seeds, hot water",South,-1,indian_food
171,Puttu,Lunch,Veg,200.0,30.0,6.0,8.0,4.0,89.8,222.21,5.99,11.44,69.91,69.86,94.22,63.99,17.4,38.08,38.01,63.19,7.39,Indian Dish,No,All,"Brown rice flour, sugar, grated coconut",South,Kerala,indian_food
172,Sambar,Lunch,Veg,614.58,132.37,7.9,6.92,2.24,108.41,172.73,14.0,5.58,24.38,62.28,50.64,45.61,14.66,31.11,82.93,74.6,98.43,Indian Dish,No,All,"Pigeon peas, eggplant, drumsticks, sambar powder, tamarind",South,-1,indian_food
173,Sandige,Lunch,Veg,543.78,78.34,18.75,20.22,7.54,176.28,142.65,10.15,7.72,13.25,25.64,19.39,30.93,67.08,38.57,96.72,54.65,81.27,Indian Dish,No,All,"Thin rice flakes, black sesame seeds, curry leaves",South,Karnataka,indian_food
174,Sevai,Lunch,Veg,290.82,29.69,19.21,14.83,1.96,244.92,127.54,7.94,5.95,4.74,98.13,68.54,74.27,93.46,36.82,0.28,19.78,49.46,Indian Dish,No,All,"Sevai, parboiled rice, steamer",South,-1,indian_food
175,Thayir sadam,Lunch,Veg,288.85,30.74,16.85,12.46,5.21,11.3,33.09,17.3,4.65,8.07,50.01,97.47,95.36,84.53,29.09,57.57,25.11,44.89,Indian Dish,No,All,"Urad dal, curd, sesame oil, ginger, curry leaves, mustard seeds",South,Tamil Nadu,indian_food
176,Theeyal,Lunch,Veg,531.92,73.05,11.01,23.71,1.92,40.5,48.98,13.89,0.51,2.35,0.19,83.5,40.4,96.06,10.32,27.17,64.58,93.94,Indian Dish,No,All,"Coconut, whole red beans, masala, sesame oil, tamarind",South,Kerala,indian_food
177,Uttapam,Snack,Veg,209.32,25.73,12.44,9.08,7.75,117.06,17.52,4.48,0.9,87.57,28.62,39.49,86.95,99.08,39.8,11.55,72.68,90.25,Indian Dish,No,All,"Chana dal, urad dal, thick poha, tomato, butter",South,-1,indian_food
178,Vada,Snack,Veg,220.0,20.0,8.0,15.0,3.0,43.45,73.04,0.68,2.54,64.72,55.7,1.62,92.37,58.36,90.19,59.2,71.9,72.15,Indian Dish,No,All,"Urad dal, ginger, curry leaves, green chilies, black pepper",South,-1,indian_food
179,Chicken Varuval,Lunch,Non-Veg,448.17,43.53,15.81,22.53,10.98,81.48,138.02,16.28,12.91,67.25,32.86,87.47,13.08,31.72,72.6,93.11,93.59,86.98,Indian Dish,No,All,"Meat curry powder, chicken chunks, ginger, tomato, cinnamon",South,Tamil Nadu,indian_food
180,Upma,Snack,Veg,180.0,28.0,6.0,8.0,4.0,170.8,57.24,12.77,12.26,14.25,0.3,33.51,43.1,89.03,43.56,56.05,74.38,15.42,Indian Dish,No,All,"Chana dal, urad dal, ginger, curry leaves, sugar",-1,-1,indian_food
181,Amti,Lunch,Veg,110.0,17.0,7.0,3.0,6.0,259.91,6.86,4.08,4.84,84.48,95.79,38.37,77.7,18.18,31.84,68.28,59.08,93.87,Indian Dish,No,All,"Kala masala, arhar dal, curry leaves, mustard seeds, hot water",West,Maharashtra,indian_food
182,Zunka,Lunch,Veg,478.95,48.27,18.82,22.15,2.38,287.21,151.33,5.31,4.15,52.8,8.9,29.05,74.89,11.48,62.18,68.51,0.69,85.94,Indian Dish,No,All,"Gram flour, mustard, garlic, turmeric, red chilli",West,Maharashtra,indian_food
183,Kolim Jawla,Lunch,Non-Veg,288.78,0.0,26.42,22.87,6.14,162.23,92.58,17.41,6.61,11.02,92.0,39.86,87.03,7.89,33.9,69.04,93.26,89.99,Indian Dish,No,All,"Baingan, fish, coconut oil, fresh coconut, ginger",West,Maharashtra,indian_food
184,Saath,Lunch,Veg,225.36,0.0,17.32,18.66,2.97,98.92,184.5,9.71,3.0,10.81,46.98,38.63,11.11,61.82,13.19,79.97,2.85,14.68,Indian Dish,No,All,"Urad dal, potatoes, wheat flour, sooji",West,Gujarat,indian_food
185,Bajri no rotlo,Lunch,Veg,365.25,30.08,7.68,22.71,5.98,286.86,54.81,9.5,11.41,16.19,21.0,77.33,69.61,53.31,88.8,14.36,97.06,32.78,Indian Dish,No,All,"Wheat flour, pearl millet flour, hot water",West,Gujarat,indian_food
186,Coconut vadi,Snack,Veg,322.18,14.55,8.67,21.46,11.18,125.99,70.4,7.45,12.39,93.01,18.45,34.35,57.67,87.68,21.52,51.83,55.05,21.83,Indian Dish,No,All,"Condensed milk, mawa, desiccated coconut, almonds, cashews",West,Maharashtra,indian_food
187,Bhakri,Lunch,Veg,622.0,85.82,14.02,20.85,10.14,52.96,239.64,1.5,2.18,65.65,34.4,6.15,69.75,64.06,12.41,86.82,61.03,44.89,Indian Dish,No,All,"Jowar flour, sesame seeds",West,Maharashtra,indian_food
188,Bombil fry,Lunch,Non-Veg,366.83,2.55,22.89,29.18,3.79,343.5,196.7,4.97,6.76,48.18,63.66,16.82,73.17,77.34,49.3,94.58,11.99,93.51,Indian Dish,No,All,"Bombay duck, malvani masala, rice flour, bombay rava, green chilies",West,Maharashtra,indian_food
189,Chakali,Snack,Veg,223.07,0.0,9.16,24.17,5.38,312.39,205.94,3.29,6.75,66.41,76.93,96.83,77.64,72.86,51.07,42.33,57.15,2.09,Indian Dish,No,All,"Rice flour, sesame, plain flour, turmeric, red chilli",West,Maharashtra,indian_food
190,Chevdo,Snack,Veg,220.77,9.15,12.51,17.65,4.02,231.08,80.39,3.56,2.71,11.11,64.41,87.63,18.22,37.01,90.67,7.21,8.37,78.07,Indian Dish,No,All,"Citric acid, fry, raisins, sugar, chana daal",West,Gujarat,indian_food
191,Chorafali,Snack,Veg,155.82,0.0,18.2,21.54,5.65,152.53,249.21,14.76,12.19,19.83,63.58,27.06,84.35,37.15,26.16,65.63,6.28,30.51,Indian Dish,No,All,"Urad dal, bengal gram flour, dried mango, baking soda, black salt",West,Gujarat,indian_food
192,Copra paak,Lunch,Veg,599.53,128.8,8.8,9.59,1.68,141.52,6.5,14.16,6.14,86.06,26.1,36.08,32.1,83.37,0.02,92.55,83.01,49.89,Indian Dish,No,All,"Condensed milk, nestle cream, coconut ice, red food coloring, desiccated coconut",West,Gujarat,indian_food
193,Daal Dhokli,Lunch,Veg,545.4,83.91,9.49,20.98,6.65,256.67,231.28,12.51,0.52,97.6,34.91,98.32,44.83,14.34,0.08,22.67,75.66,51.97,Indian Dish,No,All,"Whole wheat flour, dal, kokum, gur, bengal gram flour",West,Gujarat,indian_food
194,Kutchi dabeli,Snack,Veg,346.34,58.31,14.74,10.3,8.54,112.56,38.76,3.08,2.28,3.57,98.27,72.43,24.9,89.19,84.25,71.88,41.53,94.63,Indian Dish,No,All,"Pav, aloo, peanut, pomegranate, star anise",West,Gujarat,indian_food
195,Dahi vada,Snack,Veg,241.87,0.0,10.74,18.69,4.78,214.39,171.69,15.98,2.86,22.23,8.42,52.16,68.48,65.95,0.46,72.99,83.74,80.83,Indian Dish,No,All,"Urad dal, bhuna chana, garam masala, dates, tamarind",West,Maharashtra,indian_food
196,Dalithoy,Lunch,Veg,383.46,36.8,17.26,21.23,5.98,115.73,99.27,8.34,7.25,62.43,29.19,55.27,7.02,35.74,38.67,10.12,95.76,89.0,Indian Dish,No,All,"Arhar dal, coconut oil, curry leaves, mustard seeds, red chilli",West,Maharashtra,indian_food
197,Dhokla,Snack,Veg,140.0,24.0,8.0,4.0,2.0,125.67,72.31,5.1,7.78,32.97,75.78,4.12,46.93,94.24,46.84,16.49,34.67,66.31,Indian Dish,No,All,"Rava, coconut, gram flour, mustard, sesame",West,Gujarat,indian_food
198,Dudhi halwa,Snack,Veg,147.6,3.25,17.03,7.26,8.7,305.43,134.34,0.78,3.44,72.25,71.71,82.88,22.35,81.53,32.95,86.46,53.54,18.27,Indian Dish,No,All,"Bottle gourd, green, raisins, sugar, clarified butter",West,Gujarat,indian_food
199,Gatta curry,Lunch,Veg,597.66,108.91,17.51,12.93,6.32,46.71,222.32,16.82,11.47,3.53,88.69,16.62,42.56,56.64,88.43,40.91,53.25,3.44,Indian Dish,No,All,"Yogurt, besan, sauce, garam masala powder, gram flour",West,Rajasthan,indian_food
200,Gud papdi,Snack,Veg,301.91,30.61,19.58,10.62,8.45,188.85,192.68,2.93,8.6,22.99,10.75,71.66,98.85,98.15,58.96,18.95,78.5,96.49,Indian Dish,No,All,"Wheat flour, jaggery, clarified butter, sliced almonds",West,Gujarat,indian_food
201,Ghooghra,Snack,Veg,368.77,50.51,13.63,10.25,2.04,131.74,33.57,8.48,11.72,61.03,59.57,70.94,3.44,86.41,51.93,96.92,18.62,45.4,Indian Dish,No,All,"Dry fruits, semolina, all purpose flour",West,Gujarat,indian_food
