food_id,food_name,meal_type,diet_type,calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,calcium_mg,magnesium_mg,iron_mg,zinc_mg,vitamin_A,vitamin_B1,vitamin_B2,vitamin_B12,vitamin_C,vitamin_D,vitamin_E,vitamin_K,vitamin_H
613,Grilled Chicken,Lunch,Non-Veg,402,65.69,4.08,13.66,4.6,138.87,14.21,1.17,0.93,75.17,48.04,11.53,15.28,45.31,32.18,72.84,36.75,15.98
614,Oats Porridge,Breakfast,Veg,136,0.0,29.69,10.58,10.47,39.1,14.17,5.81,3.58,2.33,4.92,86.44,42.82,49.84,89.97,30.29,17.13,57.74
615,Vegetable Soup,Dinner,Veg,428,53.23,21.26,14.45,5.77,37.06,91.99,4.57,0.62,26.4,46.69,63.96,38.42,22.24,59.57,15.05,79.16,41.2
616,Curd Rice,Lunch,Veg,412,25.85,29.61,21.13,12.19,298.54,103.93,2.31,1.5,5.87,34.7,8.54,0.34,80.77,17.42,84.55,52.62,71.75
617,Chapati with Curry,Lunch,Veg,330,0.0,34.66,21.81,11.14,154.61,19.74,0.55,3.8,61.48,65.69,16.7,78.58,7.01,12.11,34.0,29.83,28.96
618,Oats Porridge,Breakfast,Veg,175,0.0,27.52,7.95,2.93,53.1,47.02,7.41,4.08,31.77,50.92,0.28,59.33,73.21,55.74,40.63,16.65,11.44
619,Vegetable Biryani,Lunch,Veg,396,47.92,16.95,15.17,6.88,87.53,88.39,5.61,1.14,82.23,16.25,20.44,3.97,43.56,75.49,44.38,4.44,10.28
620,Vegetable Khichdi,Dinner,Veg,185,0.0,20.39,24.21,13.24,48.05,62.3,1.26,1.51,75.61,35.51,49.63,70.29,89.04,59.69,3.07,80.47,55.29
621,Oats Porridge,Breakfast,Veg,167,22.74,10.1,3.96,2.9,130.58,105.05,3.05,3.2,49.12,89.09,73.29,47.42,22.66,15.45,60.71,57.38,8.0
622,Fish Curry,Dinner,Non-Veg,400,47.0,23.07,13.3,13.51,135.35,65.94,1.26,1.54,33.74,82.61,59.8,89.25,22.26,74.32,87.16,72.46,22.8
623,Vegetable Soup,Dinner,Veg,361,42.5,6.82,18.19,7.85,345.33,71.32,5.84,2.53,17.57,23.93,59.47,45.94,59.97,2.98,27.84,34.86,47.93
624,Idli,Breakfast,Veg,317,11.22,30.61,16.63,11.68,342.23,40.87,5.88,0.94,3.38,46.52,74.39,82.7,15.18,36.11,88.04,2.46,12.25
625,Rice and Dal,Lunch,Veg,337,37.67,5.63,18.2,6.14,302.73,23.7,2.31,1.78,9.1,34.45,17.69,74.88,9.46,44.47,35.89,17.77,19.99
626,Dosa,Breakfast,Veg,332,54.08,3.99,11.08,5.0,315.7,105.15,4.09,3.84,41.87,67.12,80.61,41.01,85.77,36.77,50.74,34.99,60.97
627,Vegetable Soup,Dinner,Veg,135,0.0,27.1,3.5,9.6,91.16,54.55,0.99,4.88,31.98,56.26,36.53,43.26,34.0,67.43,3.69,10.79,21.25
628,Fish Curry,Dinner,Non-Veg,362,35.3,25.34,13.27,14.12,297.65,18.54,3.63,3.46,44.12,66.79,13.36,72.64,70.21,24.13,46.24,70.83,84.16
629,Paneer Curry,Dinner,Veg,284,1.27,18.45,22.79,10.17,252.83,106.34,2.77,2.65,5.26,74.85,33.65,66.8,46.33,87.81,35.98,56.29,85.38
630,Fish Curry,Dinner,Non-Veg,395,52.17,4.62,18.65,4.23,106.36,72.79,4.01,3.12,67.67,89.29,57.41,74.35,68.24,14.36,79.79,42.79,44.48
631,Fish Curry,Dinner,Non-Veg,217,16.02,8.06,13.41,6.45,166.87,13.61,6.56,1.79,15.89,71.32,50.38,10.71,78.46,53.61,2.82,74.71,40.04
632,Oats Porridge,Breakfast,Veg,390,57.11,19.35,9.35,2.28,187.43,73.5,4.0,0.73,30.95,3.27,45.35,53.83,83.94,63.35,25.39,72.0,24.11
633,Fruit Salad,Breakfast,Veg,341,42.48,2.43,17.93,1.25,69.69,96.22,6.49,0.75,8.59,7.59,61.03,36.89,49.4,65.32,78.5,57.86,46.44
634,Vegetable Upma,Breakfast,Veg,88,0.0,11.81,20.35,9.57,71.88,64.72,2.01,4.43,34.75,88.61,8.45,3.56,32.07,12.71,59.45,42.4,60.83
635,Chapati with Curry,Lunch,Veg,445,38.77,27.05,20.19,3.41,229.43,83.89,7.98,3.05,79.5,57.12,15.19,11.03,14.3,39.71,7.81,2.47,9.51
636,Vegetable Upma,Breakfast,Veg,248,0.0,18.63,22.44,10.0,134.18,59.07,2.38,3.75,10.5,87.39,56.06,10.18,24.42,71.22,34.51,4.76,80.49
637,Rice and Dal,Lunch,Veg,228,0.0,7.48,24.78,9.82,290.22,71.67,7.76,3.72,67.31,23.24,53.26,24.7,31.21,43.85,59.55,54.83,80.54
638,Curd Rice,Lunch,Veg,388,66.46,21.38,4.07,10.46,297.23,28.13,5.12,1.81,62.78,1.22,29.16,68.34,44.38,2.14,21.03,53.38,7.08
639,Paneer Curry,Dinner,Veg,150,0.33,26.06,4.94,11.5,336.0,16.92,7.97,2.92,2.49,62.61,21.3,34.73,48.07,78.18,18.02,62.79,55.66
640,Rice and Dal,Lunch,Veg,101,0.0,30.78,10.97,4.07,303.08,13.19,5.94,4.05,31.6,88.17,54.4,22.8,59.77,26.51,11.34,61.38,4.98
641,Vegetable Soup,Dinner,Veg,178,0.0,9.93,21.7,7.62,298.76,110.79,7.68,3.66,67.91,78.86,33.24,81.93,23.43,85.29,38.34,59.19,31.16
642,Paneer Curry,Dinner,Veg,156,24.83,10.14,1.79,7.24,264.45,54.79,0.59,4.42,13.4,41.39,79.8,34.08,49.76,48.9,30.05,45.73,29.21
643,Dosa,Breakfast,Veg,300,28.62,24.06,9.92,4.6,21.49,94.64,3.73,1.68,25.26,78.68,55.18,7.81,6.65,7.46,68.77,21.51,34.45
644,Grilled Chicken,Lunch,Non-Veg,242,19.6,25.33,6.92,3.28,105.53,68.67,3.96,2.15,38.45,28.78,76.58,12.89,52.24,39.35,18.57,0.43,78.47
645,Grilled Chicken,Lunch,Non-Veg,155,0.0,18.69,19.88,9.47,49.76,77.1,6.82,3.42,3.87,79.67,51.58,12.17,28.34,27.05,25.65,85.59,66.32
646,Fish Curry,Dinner,Non-Veg,145,0.0,17.57,11.87,9.56,160.07,88.15,4.68,3.39,53.65,67.55,5.2,9.93,53.44,49.57,16.99,64.59,14.03
647,Vegetable Upma,Breakfast,Veg,368,45.28,4.04,18.97,13.13,336.02,58.16,2.47,3.35,88.13,27.89,70.09,27.13,37.21,18.18,71.72,50.62,73.89
648,Chapati with Curry,Lunch,Veg,300,28.27,4.21,18.9,5.15,322.13,103.79,3.59,4.06,19.24,57.58,43.75,64.53,33.26,15.91,10.05,3.97,39.59
649,Chapati with Curry,Lunch,Veg,228,0.0,28.62,19.87,3.48,251.94,61.51,2.03,3.8,82.23,30.27,37.35,34.94,53.07,25.25,52.69,76.57,39.49
650,Vegetable Soup,Dinner,Veg,294,11.78,26.89,15.48,3.89,329.27,15.47,5.47,3.19,9.41,62.1,28.4,64.13,38.43,30.95,61.67,73.05,39.84
651,Egg Omelette,Dinner,Non-Veg,121,0.0,4.6,15.54,7.87,132.78,95.53,5.88,3.43,45.52,4.35,29.32,47.36,88.04,34.07,7.03,89.07,80.21
652,Dosa,Breakfast,Veg,411,68.16,20.01,6.48,5.95,271.58,81.55,1.2,4.74,14.33,89.82,11.26,67.67,14.22,35.62,82.02,43.24,59.34
653,Paneer Curry,Dinner,Veg,85,0.0,17.49,24.75,7.07,28.09,92.44,2.02,3.96,17.54,6.25,48.65,84.99,71.1,3.91,86.73,36.54,18.94
654,Curd Rice,Lunch,Veg,213,17.49,13.8,9.76,7.41,138.36,98.18,2.3,4.05,34.63,79.35,77.73,33.94,53.97,28.69,42.91,32.86,16.17
655,Vegetable Upma,Breakfast,Veg,152,0.0,28.42,8.01,7.04,134.18,95.71,3.79,1.8,45.33,6.23,53.94,65.47,20.84,71.51,54.78,62.81,64.69
656,Dosa,Breakfast,Veg,410,64.7,20.07,7.88,14.64,335.31,91.24,0.66,2.68,21.68,78.65,26.02,32.12,52.51,2.88,33.22,27.01,33.95
657,Curd Rice,Lunch,Veg,349,43.56,3.28,17.96,11.39,200.32,38.87,3.22,2.69,23.12,57.52,12.2,25.8,75.42,26.09,32.5,82.71,3.7
658,Vegetable Biryani,Lunch,Veg,450,90.12,8.29,6.26,5.28,121.43,35.85,7.16,2.89,56.59,27.73,11.09,2.82,49.67,20.75,11.01,26.82,0.68
659,Paneer Curry,Dinner,Veg,126,0.0,34.51,4.41,1.04,344.33,20.36,1.01,3.43,6.38,47.6,11.14,6.85,22.85,76.89,34.63,26.87,58.5
660,Vegetable Upma,Breakfast,Veg,89,0.0,19.26,16.42,2.34,331.82,29.41,1.22,3.65,81.04,29.04,25.79,71.86,43.87,31.02,22.71,49.9,43.29
661,Idli,Breakfast,Veg,105,0.0,31.13,6.88,2.96,188.55,101.87,5.3,4.27,51.52,18.89,18.03,83.05,37.63,89.65,46.52,10.86,51.29
662,Vegetable Biryani,Lunch,Veg,185,23.2,13.02,4.46,6.95,135.89,64.11,5.88,1.8,19.84,56.77,3.54,71.7,71.47,75.34,9.65,29.65,36.17
663,Vegetable Upma,Breakfast,Veg,319,28.95,34.69,7.16,6.76,105.2,104.62,7.11,1.81,63.33,34.92,51.77,56.6,66.62,77.82,33.09,27.01,76.03
664,Vegetable Khichdi,Dinner,Veg,416,49.36,27.93,11.87,2.41,282.72,106.37,6.69,1.77,19.23,81.26,12.36,15.21,48.66,82.07,8.55,80.7,28.34
665,Chapati with Curry,Lunch,Veg,166,0.0,7.23,21.8,4.9,22.31,106.34,6.95,0.48,10.91,65.51,51.05,4.3,88.16,39.73,81.8,31.1,5.4
666,Grilled Chicken,Lunch,Non-Veg,166,11.58,2.56,12.16,10.98,293.61,65.51,2.57,4.24,8.62,40.3,66.5,5.88,48.54,47.5,11.5,72.29,35.62
667,Oats Porridge,Breakfast,Veg,440,41.58,23.65,19.9,2.4,90.01,88.32,0.85,3.82,23.94,15.36,59.04,57.17,74.57,22.74,84.57,58.41,75.24
668,Vegetable Khichdi,Dinner,Veg,111,0.0,31.38,9.83,9.34,336.74,83.51,7.69,3.84,62.83,47.75,71.99,56.91,25.99,59.54,61.84,42.57,77.88
669,Egg Omelette,Dinner,Non-Veg,235,0.0,34.65,14.59,3.32,234.38,116.8,3.19,4.35,43.04,88.94,10.84,60.73,79.55,55.74,36.38,9.81,80.11
670,Curd Rice,Lunch,Veg,293,43.98,22.59,2.97,14.74,345.37,32.96,7.53,2.16,38.03,29.76,62.01,81.27,69.72,44.17,80.42,62.69,63.3
671,Dosa,Breakfast,Veg,82,0.0,8.13,9.42,11.87,180.71,77.91,3.01,0.82,41.37,70.29,50.26,26.66,48.71,27.49,3.14,24.57,81.0
672,Dosa,Breakfast,Veg,241,18.94,3.13,16.97,1.64,228.2,12.93,3.48,4.08,5.47,2.99,87.46,35.75,79.58,23.97,45.52,30.8,88.14
673,Vegetable Khichdi,Dinner,Veg,192,0.0,23.05,16.96,11.01,128.75,107.7,2.55,4.87,11.13,21.7,45.07,23.74,7.68,77.58,61.08,89.92,50.24
674,Vegetable Soup,Dinner,Veg,358,59.9,12.68,7.52,4.64,288.5,40.34,4.97,4.73,5.29,29.89,43.32,73.55,3.51,5.97,40.23,69.96,2.83
675,Paneer Curry,Dinner,Veg,273,0.0,25.31,21.86,5.06,338.75,68.1,6.62,1.1,31.86,37.85,54.92,45.39,26.76,40.24,42.4,16.65,86.99
676,Dosa,Breakfast,Veg,224,0.0,28.34,17.74,12.61,125.1,113.22,0.83,2.02,26.05,14.58,21.71,24.69,63.9,65.66,60.24,35.47,89.83
677,Curd Rice,Lunch,Veg,356,67.3,17.38,1.92,1.56,234.45,32.15,1.29,2.18,6.41,20.08,21.39,24.31,78.71,10.66,39.92,57.63,8.23
678,Fruit Salad,Breakfast,Veg,84,0.0,31.08,1.97,14.53,189.86,28.1,7.61,2.8,7.26,59.12,72.79,7.08,27.84,1.15,43.1,87.57,32.55
679,Oats Porridge,Breakfast,Veg,136,0.0,10.86,14.67,12.94,113.53,19.51,6.83,2.01,28.02,36.97,9.1,5.97,22.25,36.62,54.74,62.16,46.64
680,Idli,Breakfast,Veg,265,24.09,12.62,13.13,11.4,84.29,47.56,7.62,1.92,8.08,80.05,86.95,80.38,13.48,70.05,76.02,46.31,32.65
681,Vegetable Biryani,Lunch,Veg,416,73.0,9.24,9.67,11.35,218.74,76.21,1.69,1.89,67.14,59.72,77.9,18.16,52.48,79.81,63.57,62.9,47.09
682,Idli,Breakfast,Veg,278,37.52,17.71,6.34,9.11,71.4,32.95,7.04,1.15,22.56,88.7,67.51,4.13,20.58,36.02,20.46,8.84,85.0
683,Chapati with Curry,Lunch,Veg,331,69.6,9.73,1.52,14.84,117.1,33.96,4.48,2.97,81.03,40.68,7.1,12.45,0.33,5.41,21.48,3.73,75.43
684,Dosa,Breakfast,Veg,160,0.0,18.59,22.69,10.76,169.01,106.42,3.36,1.8,4.23,62.76,16.42,0.59,24.68,85.4,5.97,32.91,80.22
685,Oats Porridge,Breakfast,Veg,304,2.48,31.49,18.68,9.49,281.44,70.37,0.54,4.27,77.65,58.76,86.68,73.1,25.97,68.57,64.97,65.01,58.66
686,Paneer Curry,Dinner,Veg,117,0.0,31.82,10.48,9.72,98.41,21.66,2.98,1.61,18.86,7.63,47.67,69.37,2.73,28.46,79.67,2.42,25.08
687,Idli,Breakfast,Veg,432,49.62,18.44,17.75,2.21,63.67,16.78,6.02,3.82,81.22,76.36,34.62,88.44,64.36,31.85,49.71,67.63,59.54
688,Vegetable Soup,Dinner,Veg,114,0.0,17.44,23.44,8.31,322.32,89.0,2.29,0.86,81.53,38.47,48.65,29.65,22.17,3.29,77.67,72.69,71.99
689,Egg Omelette,Dinner,Non-Veg,266,34.22,22.58,4.31,13.22,276.87,64.98,2.07,1.31,54.91,66.63,2.13,61.65,20.01,30.71,6.46,31.43,15.49
690,Dosa,Breakfast,Veg,396,37.99,26.34,15.41,9.78,270.67,34.86,1.4,1.87,67.6,32.32,65.29,12.41,41.68,32.16,74.44,73.61,1.6
691,Idli,Breakfast,Veg,380,61.65,13.44,8.85,4.94,325.06,110.28,1.0,2.7,70.64,6.08,38.21,10.68,71.59,27.02,38.1,38.65,5.15
692,Dosa,Breakfast,Veg,196,0.0,14.25,21.75,9.91,200.04,29.25,1.44,1.66,64.06,23.21,50.53,79.43,13.16,62.64,2.63,9.85,60.44
693,Egg Omelette,Dinner,Non-Veg,108,0.0,20.49,19.91,9.31,211.14,62.95,4.04,3.75,12.19,55.45,76.04,15.61,53.8,10.71,76.42,39.74,88.47
694,Vegetable Biryani,Lunch,Veg,326,64.39,8.92,3.64,10.19,247.04,74.48,3.49,0.47,75.24,54.46,70.0,85.35,34.55,2.85,5.09,80.95,14.21
695,Egg Omelette,Dinner,Non-Veg,174,0.74,3.34,17.52,5.39,124.74,100.16,5.07,3.52,62.29,63.36,21.92,28.31,7.85,73.43,32.07,47.2,13.14
696,Dosa,Breakfast,Veg,113,0.0,24.04,18.48,7.53,290.49,63.1,7.35,4.65,18.12,69.67,19.88,16.38,69.93,78.18,59.77,14.51,73.84
697,Grilled Chicken,Lunch,Non-Veg,442,53.49,10.23,20.79,13.41,104.12,30.85,1.72,4.83,43.19,82.73,32.96,85.5,37.12,48.2,2.9,68.73,13.55
698,Fish Curry,Dinner,Non-Veg,381,15.97,27.13,23.18,12.96,84.11,68.97,3.5,1.58,68.06,83.26,85.98,4.56,12.78,62.78,88.14,2.96,46.71
699,Fruit Salad,Breakfast,Veg,170,0.0,34.95,16.13,9.39,32.51,84.88,1.5,1.4,2.29,18.23,23.65,33.99,35.52,44.08,55.67,40.53,25.89
700,Vegetable Upma,Breakfast,Veg,193,0.0,29.27,14.17,4.51,249.66,16.43,2.4,2.74,30.34,2.88,22.62,69.0,36.94,15.29,36.34,76.31,84.01
701,Curd Rice,Lunch,Veg,405,62.17,10.26,12.81,7.42,116.74,30.3,1.07,2.39,23.34,86.89,86.15,54.63,26.31,62.2,64.35,9.63,65.03
702,Curd Rice,Lunch,Veg,93,0.0,3.75,19.19,6.14,303.2,18.72,1.26,2.27,89.86,79.44,79.82,41.6,88.93,27.76,41.33,69.89,52.27
703,Vegetable Soup,Dinner,Veg,233,24.48,21.89,5.28,11.42,205.35,26.34,6.95,1.57,25.08,89.12,55.71,14.09,34.75,35.01,40.3,88.61,37.19
704,Vegetable Soup,Dinner,Veg,233,1.52,13.21,19.34,13.69,117.13,69.16,3.86,0.3,61.57,1.64,78.06,29.45,0.55,20.27,88.7,14.27,41.93
705,Fish Curry,Dinner,Non-Veg,439,53.98,11.04,19.88,5.66,69.24,21.41,1.63,0.86,44.56,42.26,6.06,66.7,80.68,35.98,49.75,41.22,43.54
706,Oats Porridge,Breakfast,Veg,103,0.0,28.1,20.6,8.93,113.25,28.71,5.41,2.81,27.87,47.65,83.65,53.18,87.57,49.16,33.36,53.86,14.48
707,Fruit Salad,Breakfast,Veg,357,48.94,17.47,10.15,8.76,340.39,60.62,7.08,3.29,24.16,80.25,29.15,40.67,45.06,73.88,37.61,83.47,13.15
708,Paneer Curry,Dinner,Veg,321,9.9,18.31,23.13,11.15,211.73,110.51,5.09,1.41,23.22,82.09,70.33,64.74,13.95,38.58,5.14,64.07,80.69
709,Grilled Chicken,Lunch,Non-Veg,242,45.54,4.95,4.45,8.88,52.2,75.13,4.3,2.19,6.24,49.73,35.17,83.69,56.5,51.11,8.11,66.93,89.71
710,Paneer Curry,Dinner,Veg,364,66.9,21.6,1.11,14.1,150.15,32.56,3.96,1.49,67.43,82.11,49.0,87.08,1.31,56.16,28.24,13.2,16.04
711,Vegetable Upma,Breakfast,Veg,120,0.0,15.33,21.94,1.76,21.81,94.53,2.66,0.49,56.77,52.63,84.31,28.94,65.57,60.29,58.7,76.72,36.63
712,Chapati with Curry,Lunch,Veg,295,37.33,5.51,13.74,9.07,109.31,46.1,6.6,1.93,24.18,32.93,20.97,53.84,17.58,32.56,18.65,17.36,47.11
713,Egg Omelette,Dinner,Non-Veg,367,32.37,25.36,15.12,7.64,318.24,112.4,4.07,0.62,14.41,1.96,74.2,72.0,22.0,1.89,29.59,20.54,39.35
714,Fruit Salad,Breakfast,Veg,262,3.6,12.96,21.75,1.53,266.94,102.47,2.84,1.01,11.85,40.76,14.72,68.24,78.71,37.33,11.17,65.4,13.83
715,Vegetable Upma,Breakfast,Veg,97,0.0,31.71,15.27,3.4,64.18,77.36,5.82,3.52,36.53,70.26,56.74,66.1,77.94,18.6,52.43,29.98,83.56
716,Vegetable Biryani,Lunch,Veg,376,23.96,23.35,20.75,8.66,215.55,56.2,4.38,2.72,6.45,72.34,6.2,50.85,58.23,18.68,43.45,72.07,72.47
717,Vegetable Biryani,Lunch,Veg,393,32.7,34.12,13.97,9.06,278.26,98.87,4.52,0.81,28.24,22.48,56.36,53.39,50.72,70.14,89.87,17.56,25.61
718,Paneer Curry,Dinner,Veg,144,20.89,7.08,3.57,13.96,270.32,74.0,0.8,2.52,29.59,35.94,15.69,50.49,7.31,86.66,71.89,53.08,35.45
719,Oats Porridge,Breakfast,Veg,84,0.0,33.33,23.99,1.82,101.6,48.33,3.65,1.48,56.92,51.67,33.83,64.85,82.75,6.79,10.03,35.95,36.27
720,Vegetable Khichdi,Dinner,Veg,225,0.0,19.96,17.06,7.09,69.42,19.42,2.52,1.77,2.49,22.37,43.27,53.07,69.76,17.65,5.4,42.36,48.08
721,Vegetable Biryani,Lunch,Veg,187,0.0,33.47,12.55,14.96,100.44,113.61,2.06,3.61,71.86,34.4,84.91,33.54,48.04,28.59,75.97,2.85,14.23
722,Egg Omelette,Dinner,Non-Veg,170,0.0,31.72,15.07,8.52,84.42,90.47,0.93,1.27,82.56,16.4,54.99,1.37,20.83,40.56,48.61,9.44,78.58
723,Fruit Salad,Breakfast,Veg,185,4.67,25.06,7.34,9.41,118.67,119.65,1.58,1.31,37.68,13.21,17.26,31.57,11.53,61.73,25.28,33.28,9.42
724,Egg Omelette,Dinner,Non-Veg,329,22.65,26.57,14.68,9.6,50.66,113.6,4.68,4.57,65.82,2.58,12.4,32.74,5.82,68.79,72.85,29.75,42.61
725,Chapati with Curry,Lunch,Veg,312,6.76,25.14,20.49,3.37,141.68,24.58,7.48,4.03,10.65,70.4,59.23,73.2,52.26,9.63,49.0,87.89,28.19
726,Rice and Dal,Lunch,Veg,402,81.51,7.58,5.07,10.01,147.04,107.71,5.17,3.25,25.14,6.13,54.23,36.17,68.04,85.42,62.16,43.86,36.88
727,Egg Omelette,Dinner,Non-Veg,373,64.64,11.78,7.48,2.59,102.81,39.57,2.81,0.79,1.05,87.57,15.37,31.26,51.89,31.86,53.64,87.43,55.58
728,Rice and Dal,Lunch,Veg,428,57.84,9.25,17.74,10.52,28.3,10.24,4.88,2.3,59.39,12.41,46.23,87.94,18.81,68.71,55.49,28.66,70.0
729,Dosa,Breakfast,Veg,252,13.83,16.68,14.44,2.07,309.25,119.61,1.78,4.1,7.55,78.99,34.5,54.68,77.37,65.34,52.28,3.88,78.15
730,Egg Omelette,Dinner,Non-Veg,195,0.0,26.47,12.72,14.42,170.08,17.16,4.79,0.7,72.53,15.23,27.36,22.05,18.77,25.93,54.68,63.79,12.69
731,Egg Omelette,Dinner,Non-Veg,175,1.09,34.24,3.74,10.34,116.14,90.2,5.87,4.91,32.91,44.6,23.32,25.68,59.15,45.32,77.06,18.16,57.36
732,Fruit Salad,Breakfast,Veg,88,0.0,6.54,13.78,5.85,126.49,110.84,2.68,3.94,17.67,85.18,53.29,30.99,15.07,67.26,49.37,45.02,38.2
733,Curd Rice,Lunch,Veg,357,46.69,24.99,7.81,8.89,167.59,56.85,6.39,2.59,44.9,20.12,12.38,62.84,60.53,27.88,82.05,11.11,57.73
734,Vegetable Khichdi,Dinner,Veg,347,27.94,16.89,18.63,7.31,337.24,18.39,4.66,3.35,56.85,34.99,21.82,37.45,21.9,28.55,3.19,5.05,46.28
735,Fruit Salad,Breakfast,Veg,139,0.0,29.65,24.99,7.45,295.07,77.26,3.29,1.34,31.66,48.0,43.18,55.41,66.15,2.74,9.46,45.53,74.02
736,Chapati with Curry,Lunch,Veg,219,45.56,2.89,2.8,6.0,126.45,89.25,5.3,4.52,30.93,28.45,5.96,55.57,69.93,2.59,30.19,19.54,24.47
737,Curd Rice,Lunch,Veg,361,42.31,22.85,11.15,14.3,103.02,68.01,6.82,4.11,20.77,76.19,15.13,9.64,83.3,44.66,73.73,25.48,82.19
738,Vegetable Khichdi,Dinner,Veg,437,94.85,6.64,3.45,13.1,244.63,58.18,6.11,4.85,30.57,6.81,0.34,10.64,86.09,11.54,68.77,25.44,77.91
739,Grilled Chicken,Lunch,Non-Veg,231,7.1,17.98,14.52,11.33,194.52,24.58,6.56,3.72,60.42,46.19,67.3,54.39,40.39,31.29,54.35,18.69,81.34
740,Curd Rice,Lunch,Veg,432,50.72,33.12,10.74,9.93,310.48,30.57,2.81,1.81,17.79,5.47,48.38,2.4,37.53,32.93,75.74,66.56,6.79
741,Vegetable Khichdi,Dinner,Veg,126,9.22,4.46,7.92,11.68,313.66,41.91,4.72,4.02,4.5,87.7,67.11,81.0,56.45,82.41,75.03,36.06,36.71
742,Vegetable Upma,Breakfast,Veg,144,0.0,22.59,16.96,13.0,88.03,90.97,3.89,0.98,5.88,80.75,59.96,77.0,14.67,72.17,8.2,60.42,89.48
743,Vegetable Biryani,Lunch,Veg,420,58.89,15.62,13.55,13.28,173.48,115.45,0.72,4.0,39.51,35.96,78.06,6.13,77.75,77.29,25.2,11.32,68.39
744,Idli,Breakfast,Veg,322,5.83,32.75,18.63,13.12,155.28,88.27,5.12,0.68,85.32,35.67,45.6,56.26,10.91,10.77,29.99,15.04,70.45
745,Paneer Curry,Dinner,Veg,133,23.33,6.07,1.71,10.88,52.2,119.04,1.35,0.41,29.29,17.43,58.15,35.53,0.96,36.2,28.44,88.46,5.87
746,Vegetable Biryani,Lunch,Veg,129,9.44,10.44,5.5,14.94,341.13,58.26,4.63,0.51,63.46,86.37,27.57,22.91,22.37,13.81,2.83,62.81,18.13
747,Fruit Salad,Breakfast,Veg,144,5.31,18.65,5.35,4.52,127.42,33.86,1.03,4.9,80.78,62.83,86.95,73.87,51.32,19.07,84.5,88.78,89.6
748,Egg Omelette,Dinner,Non-Veg,167,1.51,23.52,7.43,10.13,245.62,80.63,2.19,2.91,6.73,29.36,84.71,12.04,15.64,37.08,21.55,45.75,51.55
749,Curd Rice,Lunch,Veg,187,23.47,14.44,3.93,13.76,58.34,34.05,3.0,1.97,23.11,80.04,75.75,31.23,10.86,21.4,66.56,83.4,25.62
750,Paneer Curry,Dinner,Veg,280,4.91,26.91,16.97,7.85,188.68,81.21,2.29,0.34,61.97,80.08,57.07,3.08,14.55,76.26,66.82,79.85,84.1
751,Vegetable Upma,Breakfast,Veg,448,52.42,25.42,15.18,9.26,199.86,90.75,3.68,1.4,16.55,18.95,45.93,56.42,62.72,81.44,84.16,85.97,26.0
752,Vegetable Biryani,Lunch,Veg,152,0.0,11.63,13.79,11.45,136.48,115.91,5.46,4.74,32.02,48.9,7.08,29.1,35.84,44.6,86.88,49.89,72.05
753,Grilled Chicken,Lunch,Non-Veg,367,78.47,5.38,3.51,10.87,100.2,104.25,4.99,3.35,57.46,13.26,82.62,88.51,47.48,61.94,15.86,81.61,63.67
754,Rice and Dal,Lunch,Veg,386,21.5,25.9,21.82,7.8,102.02,54.67,6.21,3.44,66.15,57.02,81.09,45.6,21.13,82.89,11.3,78.46,22.96
755,Curd Rice,Lunch,Veg,387,62.04,14.73,8.88,9.89,113.34,37.31,3.12,2.95,53.76,66.8,76.65,59.72,87.26,23.81,60.5,22.6,6.03
756,Dosa,Breakfast,Veg,270,16.96,6.96,19.37,7.41,107.51,38.01,3.2,0.83,14.73,37.13,16.02,33.2,58.65,38.16,66.71,10.5,61.31
757,Fruit Salad,Breakfast,Veg,345,25.9,22.39,16.87,7.2,344.45,15.96,2.33,1.93,26.39,88.27,25.87,30.25,45.05,73.51,83.44,86.03,34.81
758,Vegetable Soup,Dinner,Veg,209,31.31,18.19,1.22,11.24,78.16,98.53,3.95,1.0,21.41,3.55,18.78,30.48,38.5,55.84,54.1,64.05,67.73
759,Egg Omelette,Dinner,Non-Veg,287,0.0,20.9,23.37,14.32,50.5,97.25,1.55,1.35,54.35,22.41,78.96,53.96,8.51,3.26,19.22,85.06,30.95
760,Vegetable Upma,Breakfast,Veg,107,0.0,4.46,20.8,6.79,210.09,89.81,2.78,4.65,41.62,29.25,2.96,56.62,15.7,36.74,14.68,24.51,27.85
761,Vegetable Upma,Breakfast,Veg,446,31.23,30.57,22.09,7.66,64.59,42.09,1.11,0.85,74.53,60.21,82.62,65.5,23.3,57.16,75.87,6.21,35.65
762,Vegetable Soup,Dinner,Veg,372,73.9,13.07,2.68,12.33,255.19,10.08,5.32,1.56,30.35,74.82,19.36,28.27,20.51,14.03,21.99,56.13,55.45
763,Vegetable Khichdi,Dinner,Veg,246,14.27,9.52,16.76,2.65,249.51,22.25,5.41,1.44,19.85,11.53,18.47,23.68,0.83,83.47,70.21,6.75,19.29
764,Egg Omelette,Dinner,Non-Veg,328,50.01,16.78,6.76,12.38,125.06,118.52,2.76,4.52,66.43,83.28,46.86,16.23,77.18,53.15,34.93,59.23,69.56
765,Fruit Salad,Breakfast,Veg,373,33.79,16.91,18.91,8.45,195.69,114.72,5.97,4.52,24.4,16.5,61.13,11.0,47.58,73.32,5.7,71.74,6.7
766,Vegetable Khichdi,Dinner,Veg,426,45.87,17.14,19.33,12.35,109.15,94.41,4.27,4.77,50.63,44.33,23.7,84.81,83.88,81.92,14.59,51.86,73.03
